"year","election_type","electoral_rule","district","district_code","district_name","chinese_name","station_code","chinese_name_poll_station","name_poll_station","ps_gmaps_coords","lat","lon","candidate_name_eng_1","political_ideo_1","votes_candidate_1","political_affiliations_english_1","candidate_name_eng_2","political_ideo_2","votes_candidate_2","political_affiliations_english_2","candidate_name_eng_3","political_ideo_3","votes_candidate_3","political_affiliations_english_3","candidate_name_eng_4","political_ideo_4","votes_candidate_4","political_affiliations_english_4","candidate_name_eng_5","political_ideo_5","votes_candidate_5","political_affiliations_english_5","candidate_name_eng_6","political_ideo_6","votes_candidate_6","political_affiliations_english_6"
2011,"District Council Election","first-past-the-post","Tuen Mun District","L15","Yuet Wu","悅湖","L1501","南屯門官立中學","South Tuen Mun Government Secondary School","22.3732441, 113.9690268",22.3732441,113.9690268,"CHEUNG HANG FAI","pro-establishment",1904,"DAB","YIP LAI MEI NATALIE",NA,408,NA,"KWUN TUNG WING",NA,1189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L16","Siu Hei","兆禧","L1601","世界龍岡學校劉德容紀念小學","LKWFS Lau Tak Yung Memorial Primary School","22.3730879, 113.9684263",22.3730879,113.9684263,"YIM TIN SANG","pro-democracy",1608,"ADPL","HAU KWOK TUNG","pro-establishment",1174,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L18","Butterfly","蝴蝶","L1801","五邑鄒振猷學校","FDBWA Chow Chin Yau School","22.3779986, 113.9629952",22.3779986,113.9629952,"WAN SUI KEI","pro-democracy",159,"PEOPLE POWER","TAI YIN CHIU",NA,796,NA,"SO OI KWAN","pro-establishment",472,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L18","Butterfly","蝴蝶","L1802","蝴蝶灣社區中心","Butterfly Bay Community Centre","22.3747505, 113.9620554",22.3747505,113.9620554,"WAN SUI KEI","pro-democracy",259,"PEOPLE POWER","TAI YIN CHIU",NA,546,NA,"SO OI KWAN","pro-establishment",1462,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L19","Lok Tsui","樂翠","L1901","香港路德會增城兆霖學校","Lutheran Tsang Shing Siu Leun School","22.3754633, 113.9614458",22.3754633,113.9614458,"CHAN WAI YIP ALBERT","pro-democracy",254,"PEOPLE POWER","HO CHUN YAN","pro-democracy",1820,"THE DEMOCRATIC PARTY","SHUM KAM TIM","pro-establishment",1245,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L19","Lok Tsui","樂翠","L1902","龍鼓灘村公所","Lung Kwu Tan Village Office","22.3904334, 113.9198946",22.3904334,113.9198946,"CHAN WAI YIP ALBERT","pro-democracy",49,"PEOPLE POWER","HO CHUN YAN","pro-democracy",56,"THE DEMOCRATIC PARTY","SHUM KAM TIM","pro-establishment",232,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L20","Lung Mun","龍門","L2001","中華基督教會何福堂小學","CCC Hoh Fuk Tong Primary School","22.38636, 113.9671885",22.38636,113.9671885,"LUNG SHUI HING","pro-establishment",2189,"DAB","FUNG CHEUK KI","pro-democracy",818,"THE DEMOCRATIC PARTY","CHAN KIN CHEUNG","pro-democracy",584,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L20","Lung Mun","龍門","L2002","仁濟醫院第二中學","YCH No. 2 Secondary School","22.3894527, 113.9661609",22.3894527,113.9661609,"LUNG SHUI HING","pro-establishment",121,"DAB","FUNG CHEUK KI","pro-democracy",53,"THE DEMOCRATIC PARTY","CHAN KIN CHEUNG","pro-democracy",82,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L21","San King","新景","L2101","香港紅卍字會屯門卍慈小學","HKRSS Tuen Mun Primary School","22.404035, 113.961391",22.404035,113.961391,"LEE FUNG SIM","pro-establishment",1085,"DAB","WONG LAI SHEUNG CATHERINE","pro-democracy",2533,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L22","Leung King","良景","L2201","良景社區中心","Leung King Community Centre","22.4076857, 113.9638459",22.4076857,113.9638459,"CHING CHI HUNG","pro-establishment",2418,"DAB","TANG WAI KEUNG","pro-democracy",1443,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L23","Tin King","田景","L2301","柏立基教育學院校友會何壽基學校","SRBCEPSA Ho Sau Ki School","22.4055578, 113.9667455",22.4055578,113.9667455,"TSANG CHUN HING","pro-democracy",1098,"POWER FOR DEMOCRACY","LEE HUNG SHAM LOTHAR","pro-establishment",2306,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L24","Po Tin","寶田","L2401","保良局志豪小學","PLK Horizon East Primary School","22.411195, 113.9665752",22.411195,113.9665752,"CHAN SAU WAN","pro-establishment",1088,"DAB","KONG WAN CHING",NA,91,NA,"SO KA MAN",NA,1494,NA,"CHUNG YIU YEE",NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L24","Po Tin","寶田","L2402","屯門紫田村村公所","Tuen Mun Tsz Tin Tsuen Village Office","22.4158191, 113.9750738",22.4158191,113.9750738,"CHAN SAU WAN","pro-establishment",182,"DAB","KONG WAN CHING",NA,13,NA,"SO KA MAN",NA,477,NA,"CHUNG YIU YEE",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L25","Kin Sang","建生","L2501","建生社區會堂","Kin Sang Community Hall","22.4064267, 113.9690965",22.4064267,113.9690965,"CHAN MAN WAH","pro-establishment",2882,"DAB","LEE KAM TIM","pro-democracy",1089,"CIVIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L26","Siu Hong","兆康","L2601","屯門官立小學","Tuen Mun Government Primary School","22.4098274, 113.9772538",22.4098274,113.9772538,"CHAN SHU YING JOSEPHINE","pro-democracy",2111,"THE DEMOCRATIC PARTY","MO SHING FUNG","pro-establishment",1587,"DAB","MAN CHI KIT","pro-democracy",151,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L27","Prime View","景峰","L2701","聖公會蒙恩小學","SKH Mung Yan Primary School","22.4044763, 113.9802565",22.4044763,113.9802565,"HO HANG MUI","pro-democracy",2030,"THE DEMOCRATIC PARTY","CHUI KWAN NGAI","pro-establishment",626,"LIBERAL PARTY","LAI RAYMOND","pro-democracy",190,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L27","Prime View","景峰","L2702","興德學校","Hing Tak School","22.4109386, 113.9817821",22.4109386,113.9817821,"HO HANG MUI","pro-democracy",702,"THE DEMOCRATIC PARTY","CHUI KWAN NGAI","pro-establishment",85,"LIBERAL PARTY","LAI RAYMOND","pro-democracy",59,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tuen Mun District","L28","Fu Tai","富泰","L2801","樂善堂鄧德濂幼稚園","Lok Sin Tong Tang Tak Lim Kindergarten","22.412907, 113.982597",22.412907,113.982597,"FONG LAI MAN","pro-democracy",2433,"THE DEMOCRATIC PARTY","CHAN MANWELL","pro-establishment",2771,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M01","Fung Nin","豐年","M0101","元朗商會小學","Yuen Long Merchants Association Primary School","22.444151, 114.0237303",22.444151,114.0237303,"LUI KIN","pro-establishment",2361,"DAB","LEE KA WAH","pro-democracy",800,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M02","Shui Pin","水邊","M0201","基督教香港信義會元朗信義書院","ELCHK Yuen Long Lutheran College","22.445584, 114.0239343",22.445584,114.0239343,"YUEN MAN YEE","pro-establishment",2344,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","WONG KIN WING",NA,1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M03","Nam Ping","南屏","M0301","朗屏社區會堂","Long Ping Community Hall","22.4486467, 114.0234523",22.4486467,114.0234523,"WONG WAI YIN ZACHARY","pro-democracy",2780,"THE DEMOCRATIC PARTY","YAU KA KEUNG","pro-establishment",1004,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M04","Pek Long","北朗","M0401","元朗朗屏邨東莞學校","Yuen Long Long Ping Estate Tung Koon Primary School","22.451652, 114.023636",22.451652,114.023636,"KWONG CHUN YU","pro-democracy",2255,"THE DEMOCRATIC PARTY","CHAN CHI WAI","pro-establishment",1139,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M04","Pek Long","北朗","M0402","金巴崙長老會耀道中學","CPC Yao Dao Secondary School","22.4491334, 114.03253",22.4491334,114.03253,"KWONG CHUN YU","pro-democracy",299,"THE DEMOCRATIC PARTY","CHAN CHI WAI","pro-establishment",163,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M05","Yuen Long Centre","元朗中心","M0501","元朗郵政局","Yuen Long Post Office","22.4431794, 114.0291957",22.4431794,114.0291957,"HUI CHIU FAN","pro-democracy",497,"PEOPLE POWER","SIU LONG MING","pro-establishment",1370,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M05","Yuen Long Centre","元朗中心","M0502","基督教宣道會徐澤林紀念小學","C&MA Chui Chak Lam Memorial School","22.4413663, 114.0317174",22.4413663,114.0317174,"HUI CHIU FAN","pro-democracy",259,"PEOPLE POWER","SIU LONG MING","pro-establishment",542,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M06","Fung Cheung","鳳翔","M0601","中華基督教會基元中學","CCC Kei Yuen College","22.441898, 114.035331",22.441898,114.035331,"YU CHUNG LEUNG","pro-establishment",1580,"DAB","MAK IP SING","pro-democracy",1845,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M08","Shap Pat Heung South","十八鄉南","M0801","前瑋琦幼稚園","Former Vichy Kindergarten","22.4312048, 114.0287152",22.4312048,114.0287152,"LEUNG MING KIN",NA,947,NA,"CHING CHAN MING",NA,1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M08","Shap Pat Heung South","十八鄉南","M0802","香港童軍總會蔡志明聯光童軍中心","Scout Association of Hong Kong Choi Chee Ming Luen Kwong Scout Centre","22.418723, 114.025508",22.418723,114.025508,"LEUNG MING KIN",NA,1319,NA,"CHING CHAN MING",NA,1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M09","Ping Shan South","屏山南","M0901","新界神召會元朗惠群天地","New Territories Assemblies of God Church Yuen Long Wai Kwan Land","22.441101, 114.0120219",22.441101,114.0120219,"WONG SHING TONG",NA,764,NA,"CHEUNG MUK LAM","pro-establishment",1347,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M09","Ping Shan South","屏山南","M0902","嗇色園主辦可道中學","Ho Dao College (Sponsored by Sik Sik Yuen)","22.4338855, 113.9994058",22.4338855,113.9994058,"WONG SHING TONG",NA,630,NA,"CHEUNG MUK LAM","pro-establishment",840,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M12","Tin Shing","天盛","M1201","伊利沙伯中學舊生會小學分校","QE School Old Students' Association Branch Primary School","22.4471537, 114.0026435",22.4471537,114.0026435,"CHAN SZE CHING","pro-establishment",2108,"LIBERAL PARTY","CHAN WAI CHING","pro-establishment",1921,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M14","Shui Wah","瑞華","M1401","東華三院姚達之紀念小學","TWGHs Yiu Dak Chi Memorial Primary School","22.4575252, 113.9966116",22.4575252,113.9966116,"LAU KWUN HANG","pro-democracy",666,"CIVIC PARTY","CHOW WING KAN","pro-establishment",1698,"LIBERAL PARTY","KO CHUN KIT","pro-establishment",1021,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M15","Chung Wah","頌華","M1501","賽馬會毅智書院","The Jockey Club Eduyoung College","22.4601427, 113.9993313",22.4601427,113.9993313,"LIU YAM","pro-democracy",446,"PEOPLE POWER","WONG WAI LING","pro-establishment",1349,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M16","Yuet Yan","悅恩","M1601","天水圍循道衛理中學","Tin Shui Wai Methodist College","22.4643392, 113.9994895",22.4643392,113.9994895,"KEUNG KWOK WAI","pro-democracy",866,"HKCTU","CHIU SAU HAN","pro-establishment",1911,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M17","Fu Yan","富恩","M1701","香港普通話研習社科技創意小學","Xianggang Putonghua Yanxishe Primary School of Science and Creativity","22.4641075, 113.99881",22.4641075,113.99881,"LEE CHEUK YAN","pro-democracy",1700,"HKCTU","LAU KWAI YUNG","pro-establishment",1838,"FTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M18","Yat Chak","逸澤","M1801","宣道會葉紹蔭紀念小學","Christian Alliance S Y Yeh Memorial Primary School","22.467759, 113.9983454",22.467759,113.9983454,"WONG YU CHOI","pro-establishment",1561,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","KWOK HING PING","pro-democracy",1735,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M20","Wang Yat","宏逸","M2001","元朗公立中學校友會英業小學","YLPMS Alumni Assn. Ying Yip Primary School","22.4681283, 114.0017195",22.4681283,114.0017195,"HO KA HONG",NA,142,NA,"NG YUK YING","pro-democracy",987,"THE DEMOCRATIC PARTY","YIU KWOK WAI",NA,2274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M21","Ching King","晴景","M2101","天晴社區會堂","Tin Ching Community Hall","22.46304, 114.002013",22.46304,114.002013,"TANG CHEUK HIM","pro-establishment",1848,"FTU","LAI SUET WING",NA,190,NA,"WONG CHUN TAT MICHAEL","pro-democracy",1443,"NEIGHBOURHOOD AND WORKER'S SERVICE CENTRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M22","Kingswood North","嘉湖北","M2201","香港管理專業協會羅桂祥中學","The Hong Kong Management Association K S Lo College","22.4577166, 114.0067102",22.4577166,114.0067102,"LEE YUET MAN","pro-establishment",2685,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","CHU SIU HUNG","pro-democracy",613,"PEOPLE POWER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M23","Tsz Yau","慈祐","M2301","天水圍官立中學","Tin Shui Wai Government Secondary School","22.4521763, 114.0044531",22.4521763,114.0044531,"MA SHUK YIN","pro-establishment",1217,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","CHAN MEI LIN",NA,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M23","Tsz Yau","慈祐","M2302","道慈佛社楊日霖紀念學校","BTCFS Yeung Yat Lam Memorial School","22.4540893, 114.0068911",22.4540893,114.0068911,"MA SHUK YIN","pro-establishment",852,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","CHAN MEI LIN",NA,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M26","Chung Pak","頌栢","M2601","香港青年協會李兆基小學","HKFYG Lee Shau Kee Primary School","22.4612908, 114.0013275",22.4612908,114.0013275,"CHAN WAI MAN","pro-establishment",117,"LIBERAL PARTY","TSE KUI SING","pro-establishment",745,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","LI TSZ KEUNG THOMAS",NA,391,NA,"WONG CHEUK KIN","pro-establishment",1032,"NEW PEOPLE'S PARTY","YEUNG SAI CHEONG VICTOR","pro-democracy",349,"THE DEMOCRATIC PARTY",NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M28","San Tin","新田","M2801","惇裕學校","Tun Yu School","22.498382, 114.077125",22.498382,114.077125,"CHAU CHUN KUN","pro-democracy",140,"LAND JUSTICE LEAGUE","MAN KWONG MING",NA,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M28","San Tin","新田","M2802","福興里新圍青年中心","Fuk Hing Lei San Wai Youth Centre","22.471918, 114.056644",22.471918,114.056644,"CHAU CHUN KUN","pro-democracy",636,"LAND JUSTICE LEAGUE","MAN KWONG MING",NA,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M30","Pat Heung North","八鄉北","M3001","台山公立學校 (舊址)","Toi Shan Public School (Former)","22.4443027, 114.0950518",22.4443027,114.0950518,"TANG YUNG YIU RONNIE",NA,1350,NA,"CHU HOI DICK EDDIE","pro-democracy",283,"LAND JUSTICE LEAGUE","TANG KWAI YAU","pro-establishment",1439,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Yuen Long District","M31","Pat Heung South","八鄉南","M3101","八鄉中心小學 (石湖塘)","Pat Heung Central Primary School (Shek Wu Tong)","22.431674, 114.086738",22.431674,114.086738,"FUNG YU CHUK FANCY","pro-democracy",767,"LAND JUSTICE LEAGUE","LAI WAI HUNG","pro-establishment",2747,"NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N01","Luen Wo Hui","聯和墟","N0101","香海正覺蓮社佛教馬錦燦紀念英文中學","HHCKLA Buddhist Ma Kam Chan Memorial English Secondary School","22.4978042, 114.1414609",22.4978042,114.1414609,"LAW SAI YAN","pro-democracy",2159,"THE DEMOCRATIC PARTY","TSANG HING LUNG","pro-establishment",1512,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N02","Fanling Town","粉嶺市","N0201","粉嶺公立學校","Fanling Public School","22.4967044, 114.1374425",22.4967044,114.1374425,"LEUNG KA YUE GARY","pro-democracy",105,"THE DEMOCRATIC PARTY","CHEUNG WAI YIP",NA,182,"INDEPENDENT","PANG CHUN SING GEORGE","pro-establishment",715,"DAB","IP MEI HO",NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N02","Fanling Town","粉嶺市","N0202","牽晴間培元英文幼稚園暨幼兒園","Dawning Views Elementi English Kindergarten and Nursery","22.4865276, 114.1449724",22.4865276,114.1449724,"LEUNG KA YUE GARY","pro-democracy",535,"THE DEMOCRATIC PARTY","CHEUNG WAI YIP",NA,499,"INDEPENDENT","PANG CHUN SING GEORGE","pro-establishment",415,"DAB","IP MEI HO",NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N02","Fanling Town","粉嶺市","N0203","明愛粉嶺陳震夏中學","Caritas Fanling Chan Chun Ha Secondary School","22.4915001, 114.1424431",22.4915001,114.1424431,"LEUNG KA YUE GARY","pro-democracy",288,"THE DEMOCRATIC PARTY","CHEUNG WAI YIP",NA,543,"INDEPENDENT","PANG CHUN SING GEORGE","pro-establishment",235,"DAB","IP MEI HO",NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N03","Cheung Wah","祥華","N0301","祥華社區會堂","Cheung Wah Community Hall","22.492495, 114.141736",22.492495,114.141736,"MOK SIU LUN",NA,2344,NA,"YIP YIU SHING CHRIS","pro-establishment",2508,"INDEPENDENT (NEW TERRITORIES ASSOCIATION OF SOCIETIES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N04","Wah Do","華都","N0401","香海正覺蓮社佛教正覺蓮社學校","HHCKLA Buddhist Ching Kok Lin Association School","22.4871938, 114.1420685",22.4871938,114.1420685,"LI KAI HANG","pro-democracy",158,"PEOPLE POWER","YIU MING","pro-establishment",3062,"DAB","LI WING SHING","pro-democracy",1956,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N05","Wah Ming","華明","N0501","鳳溪廖潤琛紀念學校","Fung Kai Liu Yun Sum Memorial School","22.4839058, 114.1398502",22.4839058,114.1398502,"LAI SUM","pro-establishment",2219,"DAB","LEE LAP HONG ALMUSTAFA","pro-democracy",1517,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N06","Yan Shing","欣盛","N0601","香海正覺蓮社佛教普光學校","HHCKLA Buddhist Po Kwong School","22.4882451, 114.13935",22.4882451,114.13935,"YAN WING LOK ALEXANDER","pro-democracy",508,"THE DEMOCRATIC PARTY","LAU KWOK FAN","pro-establishment",1645,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N06","Yan Shing","欣盛","N0602","路德會賽馬會雍盛綜合服務中心","Jockey Club Yung Shing Lutheran Integrated Service Centre","22.4827403, 114.1387319",22.4827403,114.1387319,"YAN WING LOK ALEXANDER","pro-democracy",427,"THE DEMOCRATIC PARTY","LAU KWOK FAN","pro-establishment",3146,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N07","Shing Fuk","盛福","N0701","聖公會嘉福榮真小學","SKH Ka Fuk Wing Chun Primary School","22.493444, 114.134851",22.493444,114.134851,"WAN WO TAT WARWICK","pro-establishment",2885,"DAB","WONG HO CHUEN ERIC","pro-democracy",1568,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N08","Sheung Shui Rural","上水鄉郊","N0801","金錢村何東學校","Kam Tsin Village Ho Tung School","22.502043, 114.111498",22.502043,114.111498,"HAU FUK TAT SIMON",NA,991,NA,"HAU KAM LAM","pro-establishment",627,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N08","Sheung Shui Rural","上水鄉郊","N0802","建德公立學校","Kin Tak Public School","22.4795623, 114.1117729",22.4795623,114.1117729,"HAU FUK TAT SIMON",NA,236,NA,"HAU KAM LAM","pro-establishment",758,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N08","Sheung Shui Rural","上水鄉郊","N0803","古洞公立愛華學校","Ku Tung Public Oi Wah School","22.5048286, 114.1003737",22.5048286,114.1003737,"HAU FUK TAT SIMON",NA,913,NA,"HAU KAM LAM","pro-establishment",796,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N08","Sheung Shui Rural","上水鄉郊","N0804","風采中學 (教育評議會主辦)","Elegantia College (Sponsored by Education Convergence)","22.493103, 114.12431",22.493103,114.12431,"HAU FUK TAT SIMON",NA,71,NA,"HAU KAM LAM","pro-establishment",112,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N09","Ching Ho","清河","N0901","香海正覺蓮社佛教正慧小學","HHCKLA Buddhist Wisdom Primary School","22.4937385, 114.1241905",22.4937385,114.1241905,"LARM WAI LEUNG","pro-establishment",2625,"DAB","SO CHIN LUNG TIM","pro-democracy",315,"THE DEMOCRATIC PARTY","TSUI KA KIT ALEXANDER",NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N10","Yu Tai","御太","N1001","上水官立中學","Sheung Shui Government Secondary School","22.4964527, 114.1291063",22.4964527,114.1291063,"TSANG KING CHUNG KENT",NA,1447,NA,"TSANG SHEUNG CHI","pro-democracy",639,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
